body,rating
شک نکن جنس بدنه عالی طراحی عالی تق و لقی نداره قابل حمل توی جیب جا میشه یعنی یدونه باشه,5
اینو خیلی دوسش داشتم ، جنس بدنه ش خیلی خوبه از نظر من قابل قبوله، پایه ش یه ذره تراز نیس که وقتی لپتاپ میاد روش این مشکل حل میشه. قابل حمل بودنش عالیه و هر جایی میشه بردش. یه کیسه خیلی خوشکل مخملی م داره. وزن زیادی هم نداره. اگه احیانا مشکل این رو دارید که لپتاپتون بدنه فلزی داره و نگرانید روش خط و خش بندازه، روی تمام سطوح تماس یه لاستیک با جنس مرغوب داره که مانع از این کار میشه. روی سطوح هم حرکت نمیکنه، یه سری لاستیک زیرش داره. من ازش راضیم,5
کیفیت بالایی داره به شدت توصیه میشه,5
من یک هفته دارم برای مک بوک پرو ۱۳ اینچ خیلی راضیم موقع تایپ برای من لرزش ندارهراضیم,5
کیفیت بسیار عالی و با کیفیت. گیره های بسیار محکمی داره و اصلا لق نمیزنه. ,5
فوق العاده با کیفیت,5
کاربردی و با کیفیته بسته بندی خوبمن انتظارم این بود سایزش بزرگتر باشه ولی وقتی به دستم رسید دیدم خیلی کوچیک و جمع و جوره- لپتاپ من 15.6 هستش و این براش مناسب بود,5
بدون نگراني بخريد.,5
کیفیت ساخت بالایی داره و خیلی خوبه.,5
تعریف این برند رو شنیده بودم و تا اینجا که یک هفته از محصول استفاده کردم از خریدم راضیم.,5
به طور کلی راضی کنندست.جنس محکم و خوبی داره. ازین جنس هایی نیست که آدم پشیمون بشه از گرفتنش.ولی کاش قیمتش مناسب تر بود. نسبتا بالاست ,4
شبیه این استند چند مدل دیگه هم هست تو دیجی ولی خب به اندازه هاشون و کیفیتشون توجه کنید. من نخواستم ریسک کنم و از خود ارگو خریدم. خیلی عالی و با کیفیتشه. جاهای مختلفش پد سیلیکونی ضخیم با جنس مطلوب برای سر نخوردن و ساییده نشدن لپ تاپ و خود استند زدن. کیف مناسبی داره برای جمع کردن و حملشاگه لپ تاپتون مثه لنوو لیجن ۱۸۰ درجه باز میشه ک ارتفاع های بیشتر از حالت سوم به دردتون میخوره. وگرنه برای ۱۲۰ درجه همون ارتفاع سوم مناسبه. پشت میز هم خیلی کمک میکنه به هم ارتفاع شدن چشم و صفحهاگه کیبورد و موس اکسترنال ندارید متاسفانه باید ارتفاعش رو اولی بذارید که دستتون اذیت نشه,5
ارزش خرید داره. مارک ergo اصل بخرید,5
"کیفت با کیفیت پارچه و دوخت و ساخت خیلی خوب اما به نظرم. بعد از مدتی روکش ضد آبی که روی پارچه کشیده شده ترک خواهد خورد 
الان که قیمت ۴۲۰۰ خورده و من ۳۷۹۰ سفارش داده بوده با قیمت تقریبا ۲ میلیون تومان کمتر از قیمت مندرج در سایت قابل. تهیه هستش و قیمتی که فروشنده ارایه کرده بسیار زیاد هست 
بنابراین با این قیمت فکر میکنم اینجا خرید نکنید بهتر باشه مگر اینکه دیجی کالا به قیمت شده توجه کنه",1
خوب ارزش خرید داره,5
فوق العاده رم مناسبی بود ، سرعت و کیفیت درجه یک,5
عالیه از وقتی گذاشتم لپتاپم جون گرفته و خیلی سریع شده! فقط اول خوب جا نخورده بود و سیستم شناساییش نمی کرد ولی دوباره که با دقت جا خورد شناسایی شد,5
بدون مشکل و آکبند,4
من تو تخفیف خوبی خریدم و بسیار ارزش داشت.,3
"درود
رم ۴ گیگ g skill بسیار عالی با بسته بندی مناسب اگر بسته بندی درست باشه ساخت تایوان بود با فرکانس ۲۴۰۰ مگاهرتز که به راحتی توسط سیستم شناخته شد و سیستم رم ۸ گیگ یکپارچه نشون میداد و اندرکلاک نشد در مورد گارانتی هم که نداره و تمام شده منتها در کل قابل قبول بود سپاس",4
بدک نبود,1
بنظر خوب میاد بخاطر فروشنده و گارانتیش خریدم ولی اگه زیر ۳۰۰ بزنه یا ۸گیگ رو هم با تخفیف خوب بزنه شاید مجدد  ثبت سفارش کنم درکل بخاطر ۲۴۰۰ بودن فرکانسش و ۴ گیگ بودنش زیاد بصرفه نیست اما خب بنظر مارک خوبیه جی اسکیل و بسته بندیشم بازه,4
واسه ارتقاء لپ‌تاپ خریدم، به راحتی نصب و شناخته شد...,5
خیلی خوبه ,4
باتری خوب و باکیفیت. ساخته شده در اندونزی.,4
نصب کردم اما ویندوز بالا نیمد... بردم بیرون نشون دادم گفتن رم سالمه ولی مچ نیست با سیستم.گفتم مگه میشه همه ی موارد درست بود تو انتخابم... یه رم دیگه خودش گذاشت جواب داد... مجدد رم خودمو گذاشت با کمال تعجب ویندوز بالا اومد. خلاصه دردسر کشیدم.,1
8 ماهه خریدمش تو این مدت راضی بودم واقعا,5
"برندی که دل آدمو گرم نگه میداره.
فقط اولش کامل رمو جا نزده بودم. تا ته داخل اسلات نرفته بود و رمو نشناخت. ولی بعدش درستش کردم.",5
این برند خیلی معتبر هست و به نظر نمیاد این جنسم فیک باشه...خوب و بی مشکل و سریع و پایداره تا حالا که اینو مینویسم,4
"در کل کیف مسافرتی میشه بهش گفت 
بدرد دانشجوهایی که میخوان از شهر خودشون به شهری دیگه ماجرت کنند یعنی کیف شهری نیست چون بزرگ و جا دار هست",5
بعد از کلی حساسیت ، برای لپ تاپ 15.6 گرفتم فک نمیکنم برای بزرگترش چندان مناسب باشه ، محافظ 4 طرفه داره جلو و عقب و اطرافش ، ظاهر و ایستایی خوب و مناسبی داره به تناسب قیمتش کاملا راضیم ، خیلی جادار ولی جمع و جوره به تناسب جاداریش ، پر از جیبای مختلفه که میشه کلی وسیله توش جا داد ، من که کاملا راضیم,5
عالیه در کل ازش راضیم جا دار دوخت محکم .فرم خودش حفظ میکنه تنها ایرادی که داره درگاه یو اس بی برا من کارایی نداره,5
ارسال به موقع فروشنده محترم,5
اصلا یک درصد شک نکنید.نصف قیمت بیرون بود,5
هم جنسش خیلی خوبه،هم کیفیتش عالیه.واقعا راضیم مرسی دیجی جون,5
از همه نظر عالی بود جای شک نداره,5
برای لپتاپ مناسب نیست حباب محافظ لپتاپش خیلی الکیه,2
بد نبود,3
کیف زیبا و خوبی هستش,5
ارزش خرید نسبت به قیمت داره,4
خیلی زیبا و کارراه انداز,5
نسبت به قیمتش بدک نیس ولی انتظار کیف خوب نداشته باشید,2
فقط تبلت جا میشه داخلشبرای لپتاپ مناسب نیست ,1
نسبت به قیمت ۲۵۰ تومن بد نیست ولی بیشتر نمی ارزه,3
در واقعیت با تصویر کاملا فرق داره در همون حد 250تومان ارزش داره,2
"سلام 
 خوب و کاربردی ولی انتظار محافظ لپتاپ زیادی نباید داشته باشید، فضای داخلی بزرگ و خوب",3
عالی,5
خوب هست,4
شکل ظاهریش خوب و خوشگله ولی دوختش ضعیفه و نباید خیلی سنگین بشه وگرنه احتمال داره دوختش پاره بشه، بند کیف هم کوتاهه,4
یه چیز معمولی,3
کیفیت بند و زیپ ها ضعیف ولی به قیمت می ارزه,3
سالم و بدون مشکل و قیمت مناسب,5
کیفیتش خوب نیست ولی اندازه پولت باید انتظار داشته باشی,2
فقط توپ های ضربه گیر لپتاپ نداره جاش ابر گذاشتن داخلشهمون قدر پول بدی آش گیرت میاد,3
در حد یه کیف 700 تومنی خوبه واقعا آفرین به تولیدکنندگان محصولات این برند جای تشویق داره نمونه های خارجی این محصول حداقل 700-800 تومن تو بازار هستن ولی این محصول واقعا با کیفیت هستش و قیمت به شدت مقرون به صرفه ای داره,5
"کیف خوبیه.
اندازه‌ش هم خوبه.
جنسش ضعیفه که با این قیمت از این بهتر نمیشه.
بند رودوشیش ضعیفه.
برای تبلت و لپ‌تاپ‌های کوچیکتر از ۱۳ اینچ مناسبه.",4
خیلی خوشگله جاداره ولی بندش تو ذوق میزنه,4
خوب بود ممنون از دی جی کالا ,5
نسبت به قیمت کیفیت خوبی داره,5
خیلی معمولیه,3
قشنگ بودش ازش راضی بودم خوبم هستش که راحت جدا میشه بعدا بخوام راحت میتونم عوض کنم,5
جذاب و کاربردی,5
عالیه رنگ صورتی ملیح و قشنگی داره,5
زیبا,5
خیلی خوبه انتظارمو‌براورده کرد,4
